4.33	0.114583	0.00770833
4.34	0.114319	0.00771363
4.35	0.114055	0.00771889
4.36	0.113793	0.00772414
4.37	0.113532	0.00772936
4.38	0.113272	0.00773455
4.39	0.113014	0.00773973
4.4	0.112756	0.00774487
4.41	0.1125	0.00775
4.42	0.112245	0.0077551
4.43	0.111991	0.00776018
4.44	0.111738	0.00776524
4.45	0.111486	0.00777027
4.46	0.111236	0.00777528
4.47	0.110987	0.00778027
4.48	0.110738	0.00778523
4.49	0.110491	0.00779018
4.5	0.110245	0.0077951
4.51	0.11	0.0078
4.52	0.109756	0.00780488
4.53	0.109513	0.00780973
4.54	0.109272	0.00781457
4.55	0.109031	0.00781938
4.56	0.108791	0.00782418
4.57	0.108553	0.00782895
4.58	0.108315	0.0078337
4.59	0.108079	0.00783843
4.6	0.107843	0.00784314
4.61	0.107609	0.00784783
4.62	0.107375	0.00785249
4.63	0.107143	0.00785714
4.64	0.106911	0.00786177
4.65	0.106681	0.00786638
4.66	0.106452	0.00787097
4.67	0.106223	0.00787554
4.68	0.105996	0.00788009
4.69	0.105769	0.00788462
4.7	0.105544	0.00788913
4.71	0.105319	0.00789362
4.72	0.105096	0.00789809
4.73	0.104873	0.00790254
4.74	0.104651	0.00790698
4.75	0.10443	0.00791139
4.76	0.104211	0.00791579
4.77	0.103992	0.00792017
4.78	0.103774	0.00792453
4.79	0.103556	0.00792887
4.8	0.10334	0.00793319
4.81	0.103125	0.0079375
4.82	0.102911	0.00794179
4.83	0.102697	0.00794606
4.84	0.102484	0.00795031
4.85	0.102273	0.00795455
4.86	0.102062	0.00795876
4.87	0.101852	0.00796296
4.88	0.101643	0.00796715
4.89	0.101434	0.00797131
4.9	0.101227	0.00797546
4.91	0.10102	0.00797959
4.92	0.100815	0.00798371
4.93	0.10061	0.0079878
4.94	0.100406	0.00799189
4.95	0.100202	0.00799595
4.96	0.1	0.008
4.97	0.0997984	0.00800403
4.98	0.0995976	0.00800805
4.99	0.0993976	0.00801205
5	0.0991984	0.00801603
